"raw_row_number","date","time","location","lat","lng","geocode_source","beat","district","subject_race","subject_sex","type","violation","citation_issued","outcome","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","raw_race"
"1844569",2018-03-27,08:02:00,"AUGUSTA DRIVE AND SAN FELIPE STREET",29.750048,-95.4826505,"GM","18F30",18,"white","female","vehicular","SPEEDING IN SCHOOL ZONE WHILE BEACONS FLASHING /20-DISTANCE BETWEEN STREETS",TRUE,"citation",32,20,"SIL","SUBARU","IMPREZA","White"
"1901713",2018-05-10,14:59:00,"N IH 45 AND PARKER STREET",29.859588,-95.40243,"SU","6B10",6,"white","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY (DISTANCE BETWEEN STREETS)",TRUE,"citation",NA,NA,"TAN","CADILLAC","CTS","White"
"1887555",2018-04-30,19:24:00,"US 59 AND BISSONNET",29.7524064,-95.3563521,"GM","1A10",1,"white","female","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",78,60,"SIL","TOYT","YARIS","White"
"601726",2015-03-06,NA,"US 59 AND LITTLE YORK ROAD",29.8700837,-95.3848267,"GM","6B10",6,"black","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",73,60,"WHITE","DODGE","RAM","Black"
"118947",2014-03-21,NA,"HAMBELN RD (E/B) AND LOOP 494",30.0301928,-95.250701,"GM","24C10",24,"white","male","vehicular","FAILURE TO YIELD RIGHT-OF-WAY LEAVING STOP SIGN - ACCIDENT",TRUE,"citation",NA,NA,"GREEN","NISSAN","TRUCK","White"
"1284861",2016-09-29,NA,"1700 W OREM DRIVE",29.6277507,-95.3934085,"GM","16E10",16,"black","male","vehicular","FAILURE TO WEAR A SEAT BELT RIDING IN A MOTOR VEHICLE - FIFTEEN (15) YEARS OR OLDER",TRUE,"citation",NA,NA,"WHI","TOYT","TACO","Black"
"460598",2014-11-12,NA,"SH 6 AND PIPING ROCK LANE",29.7404063,-95.6442504,"GM","20G80",20,"unknown","male","vehicular","DRIVE ON THE SHOULDER OF THE ROAD (RIGHT SIDE) - DISTANCE BETWEEN STREETS",TRUE,"citation",NA,NA,"BLACK","ACUR","3.2","Unknown"
"1203342",2016-07-07,NA,"2600 SOUTHWEST FWY S/R (SB)",29.7313323,-95.4197286,"GM","1A30",1,"asian/pacific islander","male","vehicular","CHANGING LANES NOT IN SAFETY - ACCIDENT",TRUE,"citation",NA,NA,"WHITE","TOYOTA","COROLLA","Asian"
"433259",2014-10-22,NA,"5200 AIRPORT BLVD",29.6455529,-95.3451004,"GM","14D40",14,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",49,35,"DARKGREEN","CHEV","SILV",NA
"583109",2015-02-19,NA,"US 59 AND IH 45",29.7461291,-95.3615204,"GM","1A10",1,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",80,60,"WHITE","TOYT","CORO","White"
"2196526",2019-02-03,10:10:00,"IH 45",30.0483357,-95.4312237,"GM",NA,NA,"asian/pacific islander","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",76,60,"WHI","MERZ","E350","Asian"
"378324|379134",2014-09-11,NA,"17000 KATY FWY",29.7861964,-95.6780738,"GM","4F30",4,NA,"male","vehicular","BRAKES OUT OF ADJUSTMENT [WEDGE] ON (MOTOR VEHICLE) (TRAILER) (SEMITRAILER) (POLE TRAILER) (SINGLE BLK)|FAILURE TO REGISTER CMV WITH TEXAS DEPARTMENT OF MOTOR VEHCLES",TRUE,"citation",NA,NA,NA,"INTRNATONL","TT",NA
"74690",2014-02-21,NA,"NORTHWEST FWY SER RD. W/ B AND W. 34TH",29.9246958,-95.6332418,"GM",NA,NA,"white","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"RED","MERC","4 DR.","White"
"2291886|2291887|2291888",2019-04-30,10:38:00,"6800 SOUTHWEST FWY, EAST SERVICE RD",29.7738593,-95.3012211,"GM","9C20",9,"unknown","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|FAILURE TO WEAR A SEAT BELT RIDING IN A MOTOR VEHICLE - FIFTEEN (15) YEARS OR OLDER",TRUE,"citation",NA,NA,"BLK","MITSUBISHI","ECLIPSE","Unknown"
"2662901",2020-08-18,21:23:00,"SH 288 AND AIRPORT BOULEVARD",29.6408368,-95.3877089,"GM","16E10",16,"black","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",90,60,"BLK","HOND","CIVI","Black"
"478604|478840",2014-11-25,NA,"14600 CAROLCREST",29.7662366,-95.6063378,"GM","20G60",20,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"GRAY","DODG","2DR","Black"
"1541735",2017-05-23,NA,"CHIMNEY ROCK RD AND UNKNOWN",29.7235172,-95.4757509,"GM","17E10",17,"white","male","vehicular","FAIL TO YIELD RIGHT-OF-WAY MAKING A LEFT TURN AT AN INTERSECTION-ACCIDENT",TRUE,"citation",NA,NA,"BLACK","PORSCHE","CAYENNE","White"
"2077172|2077173",2018-10-07,18:12:00,"2500 SOUTHGATE",29.709529205,-95.41658198,"SU","10H80",10,NA,"male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHITE","ACURA","INTEGRA",NA
"823605",2015-08-28,NA,"9700 BLACKHAWK BOULEVARD",29.6057591,-95.2501067,"GM","12D10",12,"white","male","vehicular","SPEEDING /30 (URBAN DISTRICT) (SINGLE BLOCK)",TRUE,"citation",40,30,"BLK","FORD","F-15","White"
"906051",2015-11-11,NA,"IH 69 (NB)",29.7524064,-95.3563521,"GM","1A10",1,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",78,60,"BLK","GMC","SIER","White"
"2496932",2019-11-22,16:33:00,"PEASE ST (WB) AND SMITH ST",29.753766,-95.3725095,"SU","1A10",1,"white","female","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"GRY","VOLV","S60","White"
"1974488",2018-07-08,14:50:00,"8200 WEST SAM HOUSTON PKWY SOUTH, EAST SERVICE RD",29.6536741,-95.5496962,"GM","17E30",17,"white","male","vehicular","FAILURE TO WEAR A SEAT BELT RIDING IN A MOTOR VEHICLE - FIFTEEN (15) YEARS OR OLDER",TRUE,"citation",NA,NA,"GRY","DODG","RAM","White"
"405072|405385",2014-10-02,NA,"300 EAST LOOP NORTH WEST SR",29.8127544,-95.3952076,"GM","2A30",2,NA,"male","vehicular","BRAKE SYSTEM (AIR LEAKS IN BRAKING SYSTEM; DEFECTIVE BRAKE LINING, ETC.) 49 C.F.R...",TRUE,"citation",NA,NA,NA,"MACK","TT/ST",NA
"738823|739160",2015-06-11,NA,"1000 CAGE",29.7700383,-95.3347434,"GM","7C10",7,"black","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"GRAY","JEEP","GRAND CHEROKEE","Black"
"2537360",2020-01-16,16:00:00,"BROMPTON  ST AND GRAMERCY ST",29.7043830000001,-95.4230715,"SU","15E30",15,NA,"female","vehicular","FAILURE TO YIELD RIGHT-OF-WAY LEAVING STOP SIGN - ACCIDENT",TRUE,"citation",NA,NA,"WHITE","TOYOTA","TACOMA",NA
"1772027",2018-01-28,14:02:00,"11400 WESTPARK DR",29.720815,-95.5694571,"GM","20G30",20,"white","male","vehicular","SPEEDING /30 (URBAN DISTRICT) (SINGLE BLOCK)",TRUE,"citation",40,30,"GRY","TOYT","4-RU","White"
"1711312|1712117|1712118",2017-11-28,NA,"10200 EASTEX FWY, EAST SERVICE RD",29.8594256,-95.3329841,"GM","7C40",7,"black","female","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|NO (FRONT) (REAR) LICENSE PLATE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"TAN","FORD","EXPLORER","Black"
"1527146",2017-05-09,NA,"1600 ALLEN PARKWAY (WESTBOUND)",29.761014,-95.3834506,"GM","1A20",1,"black","female","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",52,35,"BLK","CHEV","CRUZ","Black"
"978066",2016-01-16,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",65,60,"BLK","FREI","XOOO","White"
"761123",2015-07-01,NA,"WESTHEIMER AND LAZYHOLLOW",29.7373477,-95.5171145,"GM","18F40",18,"black","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"BLUE","HONDA","ACCORD","Black"
"366926",2014-09-03,NA,"BEECHNUT AND BOONE ROAD",29.6879805,-95.5746734,"GM","19G10",19,"black","male","vehicular","TURNING WHERE PROHIBITED BY SIGN - (INTERSECTION)",TRUE,"citation",NA,NA,"BLACK","CHEVROLET","PRIS","Black"
"189922",2014-04-29,NA,"3000 LOUISIANA STREET",29.74404,-95.3792808,"GM","1A20",1,"white","male","vehicular","SPEEDING /30 (DISTANCE BETWEEN BLOCKS) (URBAN DISTRICT)",TRUE,"citation",39,30,"WHITE","NISS","FRON","White"
"2260423",2019-04-01,15:58:00,"100 CHARTRES",29.7599588,-95.3499006,"GM","10H30",10,NA,"female","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"SILVER","KIA","SOUL",NA
"620125|620273",2015-03-21,NA,"2500 GALVESTON ROAD",29.703983,-95.2743013,"GM","11H30",11,NA,NA,"vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED",TRUE,"citation",NA,NA,"WHITE","FORD","FI50",NA
"488557",2014-12-04,NA,"75TH AND CANAL",29.73657,-95.2905248,"GM","11H10",11,NA,"male","vehicular","FAILURE TO DIM LIGHTS (FOLLOWING VEHICLE) -DISTANCE BETWEEN STREETS",TRUE,"citation",NA,NA,"SILVER","FORD","F-15",NA
"1058902|1059755",2016-03-23,NA,"10100 HEMPSTEAD ROAD",29.8015563,-95.4602163,"GM","3B10",3,"white","male","vehicular","EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"WHI","FORD","VAN","White"
"1600174",2017-07-14,NA,"8400 HEMPSTEAD ROAD",29.7865022,-95.4375516,"GM","2A60",2,"black","male","vehicular","SPEEDING (DISTANCE BETWEEN BLOCKS)",TRUE,"citation",40,35,"GLD","TOYT","TACO","Black"
"2613947",2020-05-27,08:57:00,"10136 HOMESTEAD RD",29.859354,-95.300235,"SU","8C60",8,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"MAROON","NISSAN","MURANO","Black"
"1712699",2017-11-29,NA,"HOUSTON AVENUE AND WHITE OAK DRIVE",29.7806673,-95.3724296,"GM","2A30",2,"white","female","vehicular","FAILURE TO OBEY TRAFFIC-CONTROL DEVICE, TO-WIT: A SIGN INDICATING RIGHT LANE MUST TURN RIGHT",TRUE,"citation",NA,NA,"BLK","KIA","RIO","White"
"2675034",2020-09-04,08:27:00,"US 59",29.7524064,-95.3563521,"GM","1A10",1,NA,"male","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",70,60,"WHI","FORD","TRAN",NA
"104925",2014-03-13,NA,"7800 BELLAIRE BOULEVARD",29.7055824,-95.5232058,"GM","18F60",18,"unknown","male","vehicular","SPEEDING-CONSTRUCTION ZONE-NO WORKERS PRESENT-DISTANCE BETWEEN BLOCK",TRUE,"citation",34,25,"SILVER","HOND","CIVI","Unknown"
"1906622",2018-05-15,08:30:00,NA,NA,NA,NA,NA,NA,NA,"female","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"BLUE","HYUNDAI","ACCENT",NA
"2274294",2019-04-14,16:11:00,"8400 GULF FWY, EAST SERVICE RD",29.7047677,-95.3003357,"GM","13D10",13,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"GRY","CHEV","SILV","White"
"1146909",2016-05-29,NA,"5800 W BELLFORT AVE",29.657306,-95.4895122,"GM","15E20",15,"white","male","vehicular","DEFECTIVE EQUIPMENT - STOP LIGHTS (SINGLE BLOCK)",TRUE,"citation",NA,NA,"DBL","HONDA","CIVIC","White"
"1037049",2016-03-04,NA,NA,NA,NA,NA,NA,NA,"asian/pacific islander","male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"MAROON","INFINITI","FX35","Asian"
"1953273",2018-06-20,11:50:00,"ELGIN STREET AND MILAM STREET",29.7426795,-95.3787695,"GM","10H40",10,"unknown","male","vehicular","PROHIBITED LEFT TURN  (FAIL TO OBEY TRAFFIC CONTROL DEVICE)  INTERSECTION",TRUE,"citation",NA,NA,"BLK","AUDI","Q3","Unknown"
"386857",2014-09-17,NA,"300 MAXEY RD",29.7952654,-95.2187707,"GM","9C40",9,NA,"male","vehicular","CELLPHONE USE IN CMV – SINGLE BLOCK",TRUE,"citation",NA,NA,NA,"FREGHTLNER","TT/ST",NA
"2418462|2418463",2019-08-30,19:25:00,"9400 CULLEN BOULEVARD",29.6553997,-95.3567496,"GM","14D20",14,"black","female","vehicular","NO MOTOR VEHICLE REGISTRATION TAGS ON MOTOR VEHICLE INCLUDING TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED  (SINGLE BLOCK)|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLK","JEEP","WRAN","Black"
"1997096",2018-07-27,07:30:00,"NORTH FWY, WEST SERVICE RD AND DEWALT STREET",29.8830402,-95.4123776,"GM","6B40",6,"black","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",54,40,"SIL","MAZDA","CX-9","Black"
"635096|635962",2015-03-31,NA,"900 CAPITAL",29.759194,-95.3635042,"GM","1A10",1,"white","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY|NO VALID DRIVER'S LICENSE - SINGLE BLOCK",TRUE,"citation",NA,NA,"BLACK","CADILLAC","4DR","White"
"2126006|2126009|2126011",2018-11-26,10:50:00,"8100 ENDOR ST",29.7238561510001,-95.278353151,"SU","11H20",11,NA,"female","vehicular","DEFECTIVE EQUIPMENT - NO REAR VIEW MIRROR|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","FORD","F250",NA
"1055211|1055659",2016-03-20,NA,"1500 S LOOP W",29.6799781,-95.3999741,"GM","15E40",15,"black","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"SILVER","BUICK","CXL","Black"
"140620|141070",2014-04-02,NA,"6000 GULF FWY, EAST SERVICE RD",29.7127438,-95.3122993,"GM","13D10",13,NA,"male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",NA,NA,"WHITE","FORD","F-15",NA
"2406384|2406385",2019-08-21,00:26:00,"300 WEISS",29.799807102,-95.367822102,"SU","2A10",2,"white","male","vehicular","NO MOTOR VEHICLE REGISTRATION TAGS ON MOTOR VEHICLE INCLUDING TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED  (SINGLE BLOCK)|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"BLACK","TOYOTA","COROLLA","White"
"1212210",2016-07-16,NA,"1600 N. ELDRIDGE PKWY (SOUTHBOUND)",29.8993499,-95.6055976,"GM",NA,NA,"white","female","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"LBL","FORD","TAURUS","White"
"443431|444521",2014-10-30,NA,"IH-610 AND WESTHEIMER",29.8132097,-95.374346,"GM","3B50",3,NA,"male","vehicular","FAILURE TO NOTIFY DPS OF CHANGE OF ADDRESS WITHIN 30 DAYS|SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",NA,NA,"GRAY","MERZ","250",NA
"1964514",2018-06-28,22:00:00,"9500 CLUB CREEK DR",29.6787283,-95.5436712,"GM","19G10",19,NA,"male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",40,30,"WHITE","VOLKSWAGEN","JETTA",NA
"348104",2014-08-18,NA,"BELLAIRE BOULEVARD AND FONDREN",29.7050794,-95.5212194,"GM","18F50",18,"white","male","vehicular","SPEEDING-CONSTRUCTION ZONE-NO WORKERS PRESENT-DISTANCE BETWEEN STREETS",TRUE,"citation",40,25,"RED","DODGE","CARAVAN","White"
"1241263",2016-08-16,NA,NA,NA,NA,NA,NA,NA,"white","female","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,45,"TAN","HOND","ODYS","White"
"710724",2015-05-21,NA,"MACE AND ALMEDA GENOA RD",29.6225037,-95.2206995,"GM","12D30",12,"white","male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,NA,"CHEVy","1500","White"
"34290",2014-01-26,NA,"HARWIN AND REGENCY SQUARE",29.7177718,-95.5108405,"GM","18F50",18,"white","male","vehicular","RUNNING A RED LIGHT (INTERSECTION)",TRUE,"citation",NA,NA,"SILVER","LINC","NAVIGAT","White"
"2450027",2019-10-04,15:19:00,"6700 HILLCROFT AVE",29.7072959,-95.4941405,"GM","17E10",17,"black","female","vehicular","NO MOTOR VEHICLE REGISTRATION TAGS ON MOTOR VEHICLE INCLUDING TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED  (SINGLE BLOCK)",TRUE,"citation",NA,NA,"BLUE","HYUNDAI","SONATA","Black"
"1394013",2017-01-10,NA,"KATY FWY, SERVICE RD AND N ELDRIDGE PKWY",31.2219835,-95.9963859,"GM",NA,NA,"black","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",62,45,"GRY","KIA","OPTI","Black"
"2046713",2018-09-10,06:31:00,NA,NA,NA,NA,NA,NA,"white","male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"BLUE","HYUNDAI","ELANTRA","White"
"835091|835196",2015-09-08,NA,NA,NA,NA,NA,NA,NA,"black","male","vehicular","NO OPER. DRIVERS LICENSE (ACCIDENT)  NO VALID TEXAS DRIVERS LICENSE_(ACCIDENT)|FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,NA,"NISSAN","ALTIMA","Black"
"630098",2015-03-27,NA,"3400 ELLA BOULEVARD",29.8173226,-95.4294514,"GM","3B30",3,"black","female","vehicular","STOPPING A VEHICLE ON A RAILROAD TRACK",TRUE,"citation",NA,NA,"MAR","DODGE","CARAVAN","Black"
"2273064",2019-04-13,00:48:00,"OKANELLA (WB) AND CLARA RD",29.8590570000001,-95.5536615,"SU","5F30",5,NA,"male","vehicular","RUNNING A STOP SIGN - INTERSECTION",TRUE,"citation",NA,NA,"MAROON","SUBARU","IMPREZA",NA
"2376871",2019-07-23,08:01:00,"CHIMNEY ROCK ROAD AND INDIAN CIRCLE",29.7710408,-95.4782168,"GM","18F30",18,"white","male","vehicular","SPEEDING/ON STREET OR FREEWAY  DISTANCE BETWEEN STREETS",TRUE,"citation",35,30,"SIL","BMW","530I","White"
"2662840",2020-08-18,18:10:00,NA,NA,NA,NA,NA,NA,NA,"male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"RED","TOYT","COROLLA",NA
"2554349",2020-02-07,09:55:00,"3900 SOUTH LOOP EAST (W/B)",29.6797062,-95.4345831,"GM","15E30",15,"white","male","vehicular","FAIL TO DRIVE IN DESIGNATED LANE/NOT DRIVING WITHIN SINGLE LANE/SINGLE BLK - ACCIDENT",TRUE,"citation",NA,NA,"MAROON","FORD","FOCUS","White"
"534821",2015-01-16,NA,"12800 EAST FWY, NORTH SERVICE RD",29.9540738,-95.4176295,"GM",NA,NA,NA,"female","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",50,40,"SILVER","NISS","SENT",NA
"1952001",2018-06-19,15:05:00,"1600 NORTH LOOP WEST, SOUTH SERVICE RD",29.7970796,-95.2710544,"GM","9C30",9,"asian/pacific islander","male","vehicular","NO (FRONT) (REAR) LICENSE PLATE",TRUE,"citation",NA,NA,"WHI","MERZ","GL32","Asian"
"1588343",2017-07-02,NA,"11400 WESTPARK DR",29.720815,-95.5694571,"GM","20G30",20,"black","male","vehicular","SPEEDING /30 (URBAN DISTRICT) (SINGLE BLOCK)",TRUE,"citation",40,30,"RED","FORD","FUSI","Black"
"822815",2015-08-27,NA,"2100 CLEAR LAKE CITY BOULEVARD",29.5903067,-95.1413487,"GM","12D50",12,"black","male","vehicular","SPEEDING / ON STREET OR FREEWAY (SINGLE BLOCK)",TRUE,"citation",50,40,"GRAY","NISSAN","LEAF","Black"
"2013567",2018-08-09,09:28:00,"12800 NORTHWEST FWY, EAST SERVICE RD",29.7709024,-95.2062855,"GM","9C40",9,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE",TRUE,"citation",NA,NA,"WHI","NISSAN","MURANO","White"
"644433|644666",2015-04-07,NA,"5000 MLK",29.7063065,-95.3350197,"GM","14D10",14,"black","male","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|FAIL TO OBEY TRAFFIC CONTROL DEVICE, TO-WIT: A SIGN BEARING THE LEGEND.",TRUE,"citation",NA,NA,"BROWN","FORD","2004","Black"
"2176868|2176869",2019-01-16,14:30:00,"300 MERCURY",29.7818135,-95.2462693,"GM","9C30",9,NA,"male","vehicular","BRAKES NOT IN PROPER OPERATING ORDER, TO-WIT:  (STATE TYPE AND NATURE OF DISORDER)  (SINGLE BLK)|OPERATE CMV WITHOUT PROOF OF ANNUAL INSPECTION OF SAFETY EQUIPMENT  (SINGLE BLK)",TRUE,"citation",NA,NA,NA,"MACK","TR",NA
"2486361|2486362|2486363",2019-11-12,09:09:00,"7600 IH 10",29.7847862,-95.4662833,"GM","5F10",5,"white","male","vehicular","NO MOTOR VEHICLE REGISTRATION TAGS ON MOTOR VEHICLE INCLUDING TRAILER, OR SEMITRAILER, EXPIRED/MISSING/IMPROPERLY DISPLAYED  (SINGLE BLOCK)|FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"GRY","PONTIAC","G6","White"
"568071|568855|569387",2015-02-10,NA,"2400 LUCINDA",29.73339,-95.3470586,"GM","10H50",10,"black","female","vehicular","NO VALID DRIVER'S LICENSE - SINGLE BLOCK|EXPIRED LICENSE NUMBER PLATE; EXPIRED MONTH/YEAR/REGISTRATION TAB IMPROPERLY DISPLAYED|FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY",TRUE,"citation",NA,NA,"MAROON","OLDS","ALERO","Black"
"62161|62887",2014-02-14,NA,"3600 ROSSLYN ROAD",29.8210502,-95.4444695,"GM","3B30",3,"white","male","vehicular","FAILURE TO DISPLAY A VALID TEXAS DRIVERS LICENSE|NO RED FLAG ON PROJECTING LOAD",TRUE,"citation",NA,NA,"WHITE","DODG","RAM","White"
"531770",2015-01-14,NA,"TELEPHONE AND S.WAYSIDE DR",29.7128394,-95.3162707,"GM","13D10",13,"white","female","vehicular","PROHIBITED LEFT TURN  (FAIL TO OBEY TRAFFIC CONTROL DEVICE)  INTERSECTION",TRUE,"citation",NA,NA,"BLACK","FORD","F250","White"
"1450404",2017-03-01,NA,"SCOTT STREET AND IH 45",29.7331672,-95.3434926,"GM","10H20",10,"white","male","vehicular","IMPROPER LEFT TURN FROM WRONG LANE (INTERSECTION)",TRUE,"citation",NA,NA,"BLK","DODG","RAM","White"
"977178",2016-01-15,NA,NA,NA,NA,NA,NA,NA,"black","male","vehicular","FAIL TO CONTROL SPEED COLLIDE WITH ANOTHER VEHICLE",TRUE,"citation",NA,NA,"WHITE","FORD",NA,"Black"
"811384",2015-08-17,NA,NA,NA,NA,NA,NA,NA,"black","male","vehicular","DRIVING WITH LICENSE INVALID/ LICENSE SUSPENDED/REVOKED",TRUE,"citation",NA,NA,"GRY","FORD","CROWN VICTORIA","Black"
"1508667",2017-04-22,NA,"I H 45 AND BROADWAY",29.2933727,-94.8171945,"GM",NA,NA,NA,"male","vehicular","CHANGING LANES WITHOUT GIVING SIGNAL - DISTANCE BETWEEN STREETS",TRUE,"citation",NA,NA,"GRAY","GMC","YUKON",NA
"324916",2014-07-30,NA,"IH 10 AND HOUSTON AVENUE",29.7782968,-95.4282635,"GM","2A50",2,"white","female","vehicular","CHANGING LANES NOT IN SAFETY - (DISTANCE BETWEEN STREETS)",TRUE,"citation",NA,NA,"BLACK","PORS","PANA","White"
"269440",2014-06-15,NA,"IH 10",29.768391,-95.363898,"GM","2A10",2,"white","female","vehicular","SPEEDING (DISTANCE BETWEEN MILE POST# & MILE POST# )",TRUE,"citation",69,60,"GRAY","CHEV","EQUI","White"
"1215346",2016-07-20,NA,"TELEPHONE ROAD AND S WAYSIDE DRIVE",29.7128394,-95.3162707,"GM","13D10",13,"white","female","vehicular","PROHIBITED LEFT TURN  (FAIL TO OBEY TRAFFIC CONTROL DEVICE)  INTERSECTION",TRUE,"citation",NA,NA,"DBL","FORD","EXPLORER","White"
"1305696",2016-10-18,NA,NA,NA,NA,NA,NA,NA,"white","male","vehicular","DRIVING WITH LICENSE INVALID(DWLI)/EXPIRED LICENSE (USE ONLY IF INVALID/SUSPENDED  & EXPIRED)",TRUE,"citation",NA,NA,"WHI","FORD","VAN","White"
"550819",2015-01-28,NA,"S FRWY 288 AND W OREM",29.6293181,-95.3876764,"GM","16E10",16,"black","male","vehicular","FAILURE TO ESTABLISH FINANCIAL RESPONSIBILITY (DISTANCE BETWEEN STREETS)",TRUE,"citation",NA,NA,"SILVER","FORD","TAURUS","Black"
